"logger","Date","SpeedMin","SpeedMean","SpeedMax","SpeedSD","Hi_Lo"
"Snake",2019-12-28,1.13,5.59775,19.74,3.48057503556227,"Low"
"Snake",2019-12-29,0.68,4.15895833333333,15.99,3.0143116396987,"Low"
"Snake",2019-12-30,0.79,5.80124305555556,24.35,4.15264026588544,"Low"
"Snake",2019-12-31,1.36,6.17140972222222,14.03,2.93985971573523,"Low"
"Snake",2020-01-01,0.79,4.14715277777778,14.32,3.13109320088908,"Low"
"Snake",2020-01-02,0.79,4.79735416666667,16.35,2.71434295777227,"Low"
"Snake",2020-01-03,1.92,14.4725833333333,28.82,4.9834111599824,"Low"
"Snake",2020-01-04,0.68,2.97820833333333,9.3,1.87014757837615,"Low"
"Snake",2020-01-05,1.02,5.61440972222222,13.8,2.63327605964486,"Low"
"Snake",2020-01-06,0.9,6.31392361111111,30.99,5.24333971331902,"Low"
"Snake",2020-01-07,1.02,4.75111805555556,23,3.24808023697122,"Low"
"Snake",2020-01-08,0.9,5.54511111111111,18.41,3.95337842364522,"Low"
"Snake",2020-01-09,0.9,5.4121875,17.95,3.22182597597086,"Low"
"Snake",2020-01-10,1.36,8.69799305555556,25.31,4.37832337388609,"Low"
"Snake",2020-01-11,1.36,6.56236111111111,20.73,3.2920359996645,"Low"
"Snake",2020-01-12,1.36,9.05489583333333,20.34,3.48293388986212,"Low"
"Snake",2020-01-13,0.9,7.19934722222222,18.55,4.19318057068783,"Low"
"Snake",2020-01-14,0.68,6.1854375,23.52,3.72852018485215,"Low"
"Snake",2020-01-15,1.24,7.79197222222222,21.32,4.11430790457238,"Low"
"Snake",2020-01-16,0.68,9.37771527777778,20.73,5.71939585437394,"Low"
"Snake",2020-01-17,0.56,3.71442361111111,13.42,2.66643611023205,"Low"
"Snake",2020-01-18,2.03,10.9366458333333,24.74,4.10124777190681,"Low"
"Snake",2020-01-19,0.9,9.67101388888889,32.25,5.20738464523684,"Low"
"Snake",2020-01-20,0.79,8.55295138888889,34.74,5.30035144812684,"Low"
"Snake",2020-01-21,0.9,5.53254861111111,38.82,5.06612564104355,"Low"
"Snake",2020-01-22,1.13,6.64840972222222,29.7,5.72588064353714,"Low"
"Snake",2020-01-23,1.02,6.38353472222222,22.22,3.67869221975914,"Low"
"Snake",2020-01-24,0.68,4.84616666666667,15.71,3.72537595660735,"Low"
"Snake",2020-01-25,0.9,6.00463194444444,18.88,4.39815815301555,"Low"
