"","Site","SiteTempMin","SiteTempMean","SiteTempMax","SiteTempSD","SiteSalinityMin","SiteSalinityMean","SiteSalinityMax","SiteSalinitySD","SiteSpeedMin","SiteSpeedMean","SiteSpeedMax","SiteSpeedSD"
"1","Bur",8.65551020408163,8.81889880952381,8.97571428571429,0.313315507097633,27.0877551020408,27.3951488095238,27.7332653061224,0.111525121150212,0.994285714285714,30.3412704081633,109.339183673469,4.39025563673231
"2","Cof",7.97072463768116,8.39108927367712,8.84130434782609,1.31606730420747,26.2123188405797,26.7479015700483,27.2315942028985,3.76179003954531,1.88231884057971,6.33166455627299,16.286231884058,15.3556224115976
"3","Dra",8.09236363636364,8.58041287878788,8.98509090909091,0.752140186809776,25.0803636363636,25.8296666666667,26.4414545454545,2.76199183790974,0.802545454545455,4.39991060606061,22.3796363636364,1.77835379988943
"4","Jos",7.95700363636364,8.31345151641414,8.69629636363636,0.576567067266118,NA,NA,NA,NA,1.03490909090909,14.304777020202,87.6463636363636,2.05214104289048
"5","McK",9.14448979591837,9.37411139455782,9.52081632653061,0.52777294652767,27.6312244897959,27.9559013605442,28.1412244897959,0.258611928307279,0.84265306122449,1.3245647675737,6.08408163265306,0.107533585460398
"6","Por",7.60797101449275,8.34435253061454,8.94391304347826,1.25235605215822,22.4521739130435,24.3755414419728,26.3136231884058,2.69685440316495,1.40115942028985,57.7604758426214,117.127536231884,14.6885128681189
"7","Sna",7.94781818181818,8.37543939393939,8.73509090909091,0.686538476832087,26.1110909090909,26.7616553030303,27.2141818181818,0.532148632388636,0.979272727272727,6.44007184343434,20.8132727272727,2.11230063853357
